,total_day_minutes,total_day_charge,total_eve_minutes,total_eve_charge,total_night_minutes,total_night_charge,total_intl_minutes,total_intl_charge,TARGET
1536,69.4,11.8,190.8,16.22,219.9,9.9,8.9,2.4,0
1537,156.5,26.61,209.2,17.78,158.7,7.14,11.1,3.0,1
1538,61.2,10.4,92.3,7.85,197.4,8.88,13.7,3.7,1
1539,245.2,41.68,101.5,8.63,152.3,6.85,10.7,2.89,0
1540,102.3,17.39,135.2,11.49,199.7,8.99,15.7,4.24,0
1541,230.9,39.25,167.6,14.25,270.0,12.15,7.6,2.05,0
1542,227.4,38.66,211.5,17.98,258.2,11.62,11.9,3.21,0
1543,192.8,32.78,158.0,13.43,235.5,10.6,12.7,3.43,0
1544,162.6,27.64,206.2,17.53,141.6,6.37,8.2,2.21,0
1545,219.4,37.3,180.5,15.34,104.1,4.68,11.0,2.97,0
1546,137.2,23.32,165.9,14.1,182.3,8.2,14.3,3.86,0
1547,87.7,14.91,278.2,23.65,170.6,7.68,10.5,2.84,0
1548,271.1,46.09,172.0,14.62,169.2,7.61,10.3,2.78,0
1549,103.4,17.58,189.3,16.09,227.2,10.22,14.4,3.89,0
1550,52.2,8.87,220.1,18.71,112.3,5.05,11.4,3.08,0
1551,165.4,28.12,273.7,23.26,210.0,9.45,8.7,2.35,1
1552,147.5,25.08,191.7,16.29,135.0,6.08,16.4,4.43,0
1553,217.8,37.03,214.7,18.25,228.7,10.29,11.3,3.05,0
1554,235.7,40.07,136.9,11.64,220.9,9.94,13.3,3.59,0
1555,204.5,34.77,139.6,11.87,205.0,9.23,8.6,2.32,0
1556,178.4,30.33,247.0,21.0,259.9,11.7,9.6,2.59,0
1557,130.1,22.12,247.2,21.01,289.4,13.02,13.5,3.65,0
1558,103.7,17.63,236.3,20.09,256.6,11.55,14.8,4.0,0
1559,239.9,40.78,177.1,15.05,217.2,9.77,5.9,1.59,0
1560,148.4,25.23,267.1,22.7,151.5,6.82,8.9,2.4,0
1561,148.6,25.26,210.8,17.92,203.7,9.17,10.0,2.7,0
1562,191.1,32.49,129.2,10.98,207.5,9.34,12.9,3.48,0
1563,218.5,37.15,112.7,9.58,205.1,9.23,7.3,1.97,0
1564,97.5,16.58,195.8,16.64,288.8,13.0,0.0,0.0,0
1565,128.7,21.88,117.6,10.0,198.4,8.93,10.8,2.92,0
1566,236.6,40.22,197.5,16.79,209.5,9.43,9.5,2.57,0
1567,85.9,14.6,226.7,19.27,279.6,12.58,15.6,4.21,0
1568,141.2,24.0,167.7,14.25,274.4,12.35,11.4,3.08,0
1569,194.4,33.05,176.0,14.96,230.1,10.35,11.5,3.11,0
1570,167.6,28.49,154.5,13.13,281.4,12.66,17.3,4.67,0
1571,234.5,39.87,164.2,13.96,191.4,8.61,6.1,1.65,0
1572,154.2,26.21,196.7,16.72,253.5,11.41,10.1,2.73,0
1573,143.2,24.34,169.9,14.44,221.6,9.97,11.6,3.13,0
1574,216.4,36.79,249.7,21.22,185.9,8.37,12.7,3.43,0
1575,161.9,27.52,151.2,12.85,191.0,8.59,8.5,2.3,0
1576,118.7,20.18,205.1,17.43,172.2,7.75,10.4,2.81,0
1577,179.1,30.45,196.6,16.71,186.7,8.4,10.2,2.75,0
1578,147.9,25.14,209.3,17.79,162.1,7.29,8.8,2.38,0
1579,209.2,35.56,116.6,9.91,109.6,4.93,16.5,4.46,0
1580,244.3,41.53,322.3,27.4,166.8,7.51,10.6,2.86,0
1581,175.3,29.8,262.3,22.3,143.9,6.48,5.6,1.51,0
1582,150.5,25.59,120.3,10.23,271.2,12.2,9.0,2.43,0
1583,197.4,33.56,295.7,25.13,211.7,9.53,13.2,3.56,0
1584,163.5,27.8,143.7,12.21,253.4,11.4,12.6,3.4,0
1585,236.9,40.27,197.7,16.8,309.1,13.91,11.4,3.08,1
1586,82.3,13.99,167.2,14.21,194.7,8.76,7.2,1.94,0
1587,216.0,36.72,153.7,13.06,227.0,10.22,12.7,3.43,0
1588,180.0,30.6,198.8,16.9,217.1,9.77,12.4,3.35,0
1589,143.7,24.43,173.1,14.71,239.1,10.76,5.8,1.57,0
1590,198.2,33.69,280.4,23.83,129.6,5.83,11.3,3.05,0
1591,185.6,31.55,219.7,18.67,152.1,6.84,11.1,3.0,0
1592,137.6,23.39,162.0,13.77,187.7,8.45,5.8,1.57,0
1593,273.9,46.56,278.6,23.68,255.3,11.49,10.9,2.94,1
1594,125.3,21.3,141.2,12.0,168.2,7.57,6.3,1.7,0
1595,178.8,30.4,167.9,14.27,178.9,8.05,8.6,2.32,0
1596,214.9,36.53,198.2,16.85,170.8,7.69,8.2,2.21,0
1597,163.0,27.71,203.9,17.33,159.0,7.15,15.1,4.08,0
1598,163.8,27.85,134.9,11.47,79.3,3.57,8.8,2.38,0
1599,189.5,32.22,204.9,17.42,221.7,9.98,13.4,3.62,0
1600,155.2,26.38,230.9,19.63,261.6,11.77,4.5,1.22,0
1601,242.3,41.19,350.9,29.83,163.1,7.34,11.3,3.05,1
1602,254.1,43.2,180.2,15.32,196.2,8.83,8.7,2.35,0
1603,112.0,19.04,208.0,17.68,150.3,6.76,11.3,3.05,0
1604,115.5,19.64,267.3,22.72,114.2,5.14,13.3,3.59,0
1605,137.1,23.31,210.8,17.92,191.4,8.61,11.1,3.0,0
1606,198.4,33.73,235.9,20.05,325.6,14.65,10.1,2.73,0
1607,132.7,22.56,204.6,17.39,154.7,6.96,12.9,3.48,0
1608,219.6,37.33,210.4,17.88,242.7,10.92,13.8,3.73,0
1609,169.6,28.83,234.7,19.95,285.4,12.84,11.2,3.02,0
1610,160.4,27.27,293.9,24.98,306.6,13.8,12.6,3.4,0
1611,95.0,16.15,167.9,14.27,200.6,9.03,11.2,3.02,0
1612,160.1,27.22,256.7,21.82,270.0,12.15,7.0,1.89,0
1613,194.6,33.08,232.8,19.79,173.4,7.8,3.8,1.03,0
1614,236.4,40.19,287.3,24.42,192.0,8.64,13.8,3.73,1
1615,157.1,26.71,213.1,18.11,280.4,12.62,7.6,2.05,0
1616,179.8,30.57,173.2,14.72,272.8,12.28,10.9,2.94,0
1617,148.2,25.19,161.8,13.75,259.3,11.67,11.0,2.97,0
1618,183.2,31.14,209.4,17.8,172.4,7.76,11.9,3.21,0
1619,119.2,20.26,168.3,14.31,204.7,9.21,12.2,3.29,1
1620,224.0,38.08,192.0,16.32,163.1,7.34,9.6,2.59,0
1621,19.5,3.32,140.9,11.98,179.7,8.09,7.9,2.13,0
1622,184.8,31.42,248.6,21.13,133.1,5.99,9.6,2.59,0
1623,176.3,29.97,201.0,17.09,161.9,7.29,11.3,3.05,0
1624,241.7,41.09,168.5,14.32,169.8,7.64,11.1,3.0,0
1625,224.7,38.2,294.0,24.99,290.0,13.05,9.8,2.65,0
1626,207.3,35.24,198.4,16.86,114.1,5.13,8.6,2.32,0
1627,196.8,33.46,168.0,14.28,132.6,5.97,12.7,3.43,0
1628,110.9,18.85,115.6,9.83,190.5,8.57,15.8,4.27,0
1629,122.5,20.83,273.3,23.23,197.8,8.9,8.0,2.16,0
1630,226.9,38.57,201.6,17.14,130.2,5.86,13.2,3.56,0
1631,187.0,31.79,141.4,12.02,238.2,10.72,10.0,2.7,0
1632,170.5,28.99,193.2,16.42,188.0,8.46,11.2,3.02,0
1633,204.8,34.82,161.0,13.69,285.7,12.86,9.5,2.57,0
1634,165.9,28.2,235.9,20.05,210.1,9.45,12.0,3.24,0
1635,154.0,26.18,198.9,16.91,151.9,6.84,9.5,2.57,1
1636,158.1,26.88,322.2,27.39,210.0,9.45,8.9,2.4,0
1637,225.2,38.28,215.1,18.28,241.8,10.88,9.1,2.46,0
1638,159.4,27.1,179.5,15.26,167.8,7.55,9.7,2.62,1
1639,172.7,29.36,139.1,11.82,174.3,7.84,11.7,3.16,0
1640,222.8,37.88,175.8,14.94,202.0,9.09,11.0,2.97,0
1641,214.1,36.4,240.5,20.44,188.9,8.5,10.1,2.73,0
1642,54.8,9.32,173.0,14.71,195.1,8.78,7.5,2.03,0
1643,134.0,22.78,174.5,14.83,311.1,14.0,7.3,1.97,0
1644,184.8,31.42,175.1,14.88,158.2,7.12,10.5,2.84,0
1645,283.1,48.13,286.2,24.33,261.7,11.78,11.3,3.05,0
1646,291.8,49.61,214.3,18.22,151.2,6.8,9.9,2.67,1
1647,222.7,37.86,105.8,8.99,214.8,9.67,13.5,3.65,0
1648,174.5,29.67,236.8,20.13,270.4,12.17,8.5,2.3,0
1649,68.4,11.63,193.3,16.43,171.5,7.72,10.4,2.81,0
1650,273.0,46.41,215.5,18.32,104.7,4.71,9.6,2.59,0
1651,225.3,38.3,108.2,9.2,139.6,6.28,17.3,4.67,1
1652,283.2,48.14,162.6,13.82,177.7,8.0,7.2,1.94,0
1653,131.4,22.34,219.7,18.67,155.7,7.01,11.1,3.0,1
1654,89.7,15.25,138.6,11.78,165.8,7.46,10.7,2.89,0
1655,127.1,21.61,247.7,21.05,207.7,9.35,5.0,1.35,0
1656,105.9,18.0,231.7,19.69,281.3,12.66,10.7,2.89,0
1657,142.3,24.19,158.0,13.43,177.5,7.99,6.0,1.62,0
1658,191.3,32.52,138.5,11.77,246.0,11.07,6.4,1.73,0
1659,201.9,34.32,156.3,13.29,131.3,5.91,13.7,3.7,0
1660,247.3,42.04,182.7,15.53,143.2,6.44,14.7,3.97,0
1661,242.2,41.17,159.7,13.57,210.0,9.45,8.9,2.4,0
1662,127.3,21.64,222.3,18.9,173.9,7.83,13.7,3.7,1
1663,162.0,27.54,241.2,20.5,210.4,9.47,10.9,2.94,0
1664,179.1,30.45,238.3,20.26,165.7,7.46,10.6,2.86,0
1665,197.4,33.56,123.4,10.49,115.6,5.2,12.3,3.32,0
1666,148.2,25.19,308.7,26.24,235.4,10.59,6.4,1.73,0
1667,193.1,32.83,172.1,14.63,129.6,5.83,10.2,2.75,0
1668,171.7,29.19,174.8,14.86,189.6,8.53,7.8,2.11,0
1669,198.5,33.75,270.6,23.0,209.9,9.45,8.1,2.19,0
1670,121.7,20.69,184.0,15.64,266.6,12.0,12.7,3.43,0
1671,130.2,22.13,278.0,23.63,305.4,13.74,14.0,3.78,0
1672,203.4,34.58,168.6,14.33,173.0,7.79,13.7,3.7,0
1673,174.7,29.7,280.8,23.87,171.7,7.73,10.5,2.84,0
1674,241.0,40.97,231.8,19.7,220.2,9.91,9.9,2.67,1
1675,141.7,24.09,221.0,18.79,227.1,10.22,10.2,2.75,0
1676,134.8,22.92,167.2,14.21,161.5,7.27,7.7,2.08,0
1677,163.1,27.73,249.4,21.2,168.2,7.57,9.0,2.43,0
1678,145.5,24.74,228.4,19.41,273.4,12.3,8.9,2.4,0
1679,329.8,56.07,208.3,17.71,267.1,12.02,10.6,2.86,1
1680,194.5,33.07,186.3,15.84,178.3,8.02,12.7,3.43,0
1681,131.9,22.42,272.7,23.18,192.8,8.68,7.1,1.92,0
1682,150.0,25.5,159.4,13.55,228.1,10.26,8.5,2.3,0
1683,196.6,33.42,241.4,20.52,226.0,10.17,12.9,3.48,0
1684,99.7,16.95,145.1,12.33,149.4,6.72,14.1,3.81,0
1685,143.6,24.41,141.8,12.05,194.0,8.73,10.8,2.92,0
1686,231.9,39.42,211.8,18.0,268.5,12.08,12.3,3.32,0
1687,37.8,6.43,155.3,13.2,175.0,7.88,14.2,3.83,0
1688,72.8,12.38,186.4,15.84,175.3,7.89,10.5,2.84,0
1689,94.8,16.12,219.1,18.62,197.4,8.88,11.4,3.08,0
1690,221.8,37.71,210.6,17.9,221.8,9.98,12.4,3.35,0
1691,269.0,45.73,233.7,19.86,179.3,8.07,7.3,1.97,1
1692,268.3,45.61,185.5,15.77,264.6,11.91,6.3,1.7,1
1693,198.7,33.78,249.0,21.17,173.2,7.79,12.5,3.38,0
1694,115.5,19.64,218.1,18.54,254.9,11.47,11.5,3.11,1
1695,202.1,34.36,195.7,16.63,291.8,13.13,13.3,3.59,0
1696,215.6,36.65,200.6,17.05,153.8,6.92,12.4,3.35,0
1697,169.9,28.88,209.4,17.8,206.1,9.27,11.5,3.11,0
1698,201.7,34.29,169.4,14.4,286.3,12.88,6.0,1.62,0
1699,221.1,37.59,160.2,13.62,161.8,7.28,8.4,2.27,0
1700,218.7,37.18,115.0,9.78,192.7,8.67,9.4,2.54,0
1701,293.7,49.93,272.5,23.16,178.2,8.02,11.0,2.97,1
1702,120.3,20.45,240.4,20.43,216.4,9.74,7.7,2.08,1
1703,175.8,29.89,206.6,17.56,178.0,8.01,11.1,3.0,0
1704,278.5,47.35,240.7,20.46,120.0,5.4,11.6,3.13,1
1705,236.3,40.17,190.8,16.22,129.0,5.81,7.2,1.94,0
1706,273.8,46.55,119.6,10.17,267.6,12.04,11.7,3.16,0
1707,131.1,22.29,160.5,13.64,206.9,9.31,5.6,1.51,1
1708,167.4,28.46,258.6,21.98,116.4,5.24,11.2,3.02,0
1709,197.7,33.61,250.5,21.29,181.2,8.15,10.5,2.84,0
1710,169.5,28.82,230.9,19.63,269.8,12.14,9.0,2.43,0
1711,225.2,38.28,173.4,14.74,145.8,6.56,11.7,3.16,0
1712,174.5,29.67,213.7,18.16,164.7,7.41,10.3,2.78,0
1713,129.7,22.05,177.5,15.09,228.9,10.3,7.5,2.03,1
1714,200.0,34.0,107.9,9.17,233.7,10.52,11.4,3.08,0
1715,95.9,16.3,261.6,22.24,228.6,10.29,13.3,3.59,0
1716,152.8,25.98,242.8,20.64,147.4,6.63,9.1,2.46,0
1717,129.9,22.08,208.7,17.74,231.4,10.41,14.3,3.86,0
1718,268.4,45.63,150.6,12.8,297.9,13.41,9.7,2.62,1
1719,188.5,32.05,148.3,12.61,179.8,8.09,15.2,4.1,0
1720,170.6,29.0,162.1,13.78,210.7,9.48,6.1,1.65,0
1721,191.4,32.54,200.7,17.06,230.1,10.35,8.2,2.21,0
1722,75.3,12.8,179.9,15.29,193.8,8.72,12.3,3.32,0
1723,149.8,25.47,276.3,23.49,241.4,10.86,10.9,2.94,0
1724,115.9,19.7,111.3,9.46,170.2,7.66,7.1,1.92,0
1725,128.8,21.9,203.9,17.33,282.6,12.72,14.1,3.81,0
1726,131.7,22.39,216.5,18.4,196.1,8.82,11.0,2.97,0
1727,101.4,17.24,159.1,13.52,259.2,11.66,12.2,3.29,0
1728,149.0,25.33,235.8,20.04,201.8,9.08,9.5,2.57,0
1729,96.8,16.46,170.6,14.5,166.0,7.47,13.4,3.62,0
1730,107.5,18.28,256.4,21.79,247.2,11.12,12.6,3.4,0
1731,232.8,39.58,303.4,25.79,255.6,11.5,12.9,3.48,1
1732,121.1,20.59,260.2,22.12,222.4,10.01,8.3,2.24,0
1733,124.3,21.13,270.7,23.01,239.5,10.78,3.5,0.95,0
1734,157.7,26.81,298.6,25.38,216.9,9.76,13.8,3.73,0
1735,124.3,21.13,207.1,17.6,157.4,7.08,14.8,4.0,0
1736,286.4,48.69,205.7,17.48,191.4,8.61,6.9,1.86,1
1737,141.7,24.09,205.6,17.48,218.5,9.83,8.8,2.38,0
1738,173.0,29.41,245.8,20.89,300.0,13.5,4.8,1.3,0
1739,268.7,45.68,301.0,25.59,167.0,7.52,5.8,1.57,1
1740,218.5,37.15,134.2,11.41,118.9,5.35,9.4,2.54,0
1741,255.3,43.4,194.6,16.54,276.6,12.45,3.7,1.0,0
1742,41.9,7.12,211.0,17.94,237.9,10.71,11.4,3.08,0
1743,260.8,44.34,258.1,21.94,131.3,5.91,5.8,1.57,0
1744,239.4,40.7,259.4,22.05,238.0,10.71,7.7,2.08,0
1745,226.7,38.54,168.4,14.31,188.7,8.49,10.2,2.75,0
1746,179.3,30.48,208.9,17.76,248.2,11.17,13.5,3.65,1
1747,158.0,26.86,197.0,16.75,154.9,6.97,10.0,2.7,0
1748,175.7,29.87,258.9,22.01,268.4,12.08,14.1,3.81,0
1749,157.4,26.76,167.8,14.26,188.8,8.5,8.8,2.38,0
1750,113.1,19.23,168.8,14.35,262.9,11.83,6.9,1.86,1
1751,182.7,31.06,246.5,20.95,218.0,9.81,8.8,2.38,0
1752,161.3,27.42,124.4,10.57,262.0,11.79,14.1,3.81,1
1753,142.5,24.23,208.3,17.71,228.9,10.3,7.5,2.03,0
1754,190.5,32.39,259.7,22.07,141.5,6.37,9.7,2.62,1
1755,159.3,27.08,170.6,14.5,141.2,6.35,11.9,3.21,0
1756,153.8,26.15,123.3,10.48,117.8,5.3,9.2,2.48,0
1757,180.7,30.72,174.6,14.84,165.3,7.44,12.0,3.24,0
1758,202.7,34.46,224.9,19.12,253.9,11.43,12.1,3.27,0
1759,190.8,32.44,261.3,22.21,209.5,9.43,8.9,2.4,0
1760,205.1,34.87,232.7,19.78,259.9,11.7,9.2,2.48,0
1761,235.6,40.05,236.8,20.13,241.2,10.85,7.7,2.08,0
1762,189.3,32.18,155.9,13.25,186.0,8.37,7.4,2.0,0
1763,166.9,28.37,273.2,23.22,171.0,7.69,11.5,3.11,0
1764,245.2,41.68,254.1,21.6,239.4,10.77,7.5,2.03,1
1765,132.6,22.54,221.1,18.79,127.9,5.76,12.7,3.43,1
1766,182.3,30.99,139.8,11.88,171.6,7.72,11.6,3.13,0
1767,192.3,32.69,88.7,7.54,229.4,10.32,10.5,2.84,0
1768,122.0,20.74,220.2,18.72,179.7,8.09,10.8,2.92,1
1769,193.0,32.81,250.0,21.25,133.3,6.0,9.6,2.59,0
1770,158.6,26.96,220.0,18.7,252.9,11.38,9.1,2.46,0
1771,91.5,15.56,219.9,18.69,229.0,10.31,12.7,3.43,0
1772,153.6,26.11,205.5,17.47,114.5,5.15,12.5,3.38,0
1773,221.6,37.67,157.1,13.35,222.4,10.01,11.5,3.11,0
1774,244.7,41.6,168.0,14.28,281.5,12.67,6.6,1.78,0
1775,239.8,40.77,285.9,24.3,256.7,11.55,9.5,2.57,0
1776,172.4,29.31,230.5,19.59,228.2,10.27,11.0,2.97,0
1777,242.5,41.23,245.4,20.86,219.6,9.88,10.0,2.7,1
1778,117.6,19.99,159.2,13.53,236.4,10.64,11.3,3.05,0
1779,174.5,29.67,259.3,22.04,170.5,7.67,11.3,3.05,0
1780,157.3,26.74,220.9,18.78,218.9,9.85,12.0,3.24,0
1781,192.0,32.64,239.1,20.32,116.1,5.22,15.1,4.08,0
1782,218.2,37.09,169.3,14.39,141.1,6.35,8.0,2.16,0
1783,144.6,24.58,140.0,11.9,165.4,7.44,10.9,2.94,0
1784,153.6,26.11,232.9,19.8,214.2,9.64,14.1,3.81,1
1785,135.8,23.09,222.5,18.91,235.6,10.6,7.9,2.13,0
1786,160.7,27.32,146.8,12.48,287.8,12.95,8.2,2.21,0
1787,202.5,34.43,241.4,20.52,169.6,7.63,7.8,2.11,0
1788,152.2,25.87,227.1,19.3,195.7,8.81,12.3,3.32,0
1789,227.4,38.66,73.2,6.22,114.3,5.14,4.7,1.27,0
1790,191.6,32.57,205.6,17.48,210.2,9.46,9.2,2.48,0
1791,138.9,23.61,211.6,17.99,179.5,8.08,10.8,2.92,0
1792,127.0,21.59,206.9,17.59,231.7,10.43,6.1,1.65,0
1793,168.6,28.66,259.2,22.03,279.8,12.59,7.3,1.97,0
1794,286.6,48.72,223.2,18.97,203.7,9.17,11.5,3.11,1
1795,164.6,27.98,262.8,22.34,123.8,5.57,15.2,4.1,0
1796,144.0,24.48,135.8,11.54,212.4,9.56,13.0,3.51,0
1797,141.6,24.07,207.9,17.67,203.6,9.16,10.2,2.75,0
1798,204.3,34.73,247.3,21.02,214.7,9.66,12.0,3.24,0
1799,163.2,27.74,167.6,14.25,87.5,3.94,6.2,1.67,0
1800,225.0,38.25,244.2,20.76,221.2,9.95,10.7,2.89,0
1801,176.1,29.94,199.7,16.97,263.9,11.88,8.5,2.3,0
1802,254.2,43.21,228.1,19.39,98.0,4.41,13.8,3.73,0
1803,174.9,29.73,262.0,22.27,210.0,9.45,8.5,2.3,0
1804,187.3,31.84,160.7,13.66,263.8,11.87,9.6,2.59,1
1805,211.8,36.01,230.9,19.63,217.1,9.77,10.7,2.89,0
1806,241.9,41.12,126.9,10.79,185.6,8.35,11.7,3.16,0
1807,196.1,33.34,199.7,16.97,135.9,6.12,12.9,3.48,0
1808,231.3,39.32,210.4,17.88,217.4,9.78,12.4,3.35,0
1809,161.6,27.47,196.3,16.69,294.8,13.27,13.8,3.73,0
1810,194.0,32.98,241.0,20.49,227.5,10.24,11.9,3.21,0
1811,109.7,18.65,223.8,19.02,240.3,10.81,15.4,4.16,0
1812,277.0,47.09,238.3,20.26,94.4,4.25,8.3,2.24,0
1813,192.1,32.66,163.6,13.91,169.7,7.64,6.1,1.65,0
1814,198.4,33.73,216.9,18.44,112.8,5.08,13.1,3.54,0
1815,209.2,35.56,159.7,13.57,181.6,8.17,9.5,2.57,0
1816,184.8,31.42,216.4,18.39,141.1,6.35,18.4,4.97,0
1817,167.8,28.53,142.0,12.07,190.7,8.58,7.3,1.97,0
1818,139.2,23.66,191.4,16.27,286.5,12.89,11.8,3.19,0
1819,221.3,37.62,167.6,14.25,262.7,11.82,4.4,1.19,0
1820,121.6,20.67,165.3,14.05,243.9,10.98,8.9,2.4,0
1821,270.4,45.97,245.1,20.83,108.9,4.9,15.4,4.16,0
1822,139.6,23.73,240.9,20.48,127.1,5.72,8.8,2.38,0
1823,253.0,43.01,138.9,11.81,277.8,12.5,11.8,3.19,0
1824,183.9,31.26,240.7,20.46,185.7,8.36,15.0,4.05,0
1825,203.3,34.56,259.9,22.09,115.9,5.22,7.8,2.11,0
1826,200.6,34.1,152.5,12.96,199.4,8.97,7.7,2.08,0
1827,167.6,28.49,176.0,14.96,250.9,11.29,13.4,3.62,0
1828,156.5,26.61,204.3,17.37,141.9,6.39,9.9,2.67,0
1829,215.1,36.57,197.4,16.78,162.1,7.29,10.6,2.86,0
1830,301.7,51.29,167.1,14.2,72.2,3.25,10.5,2.84,0
1831,152.3,25.89,267.5,22.74,266.9,12.01,11.3,3.05,0
1832,195.4,33.22,212.1,18.03,138.4,6.23,15.1,4.08,0
1833,208.7,35.48,275.5,23.42,182.5,8.21,8.0,2.16,0
1834,190.1,32.32,223.2,18.97,256.2,11.53,14.2,3.83,0
1835,185.4,31.52,178.5,15.17,218.3,9.82,8.0,2.16,0
1836,183.2,31.14,252.8,21.49,156.7,7.05,9.7,2.62,0
1837,54.2,9.21,303.2,25.77,171.8,7.73,8.6,2.32,1
1838,208.0,35.36,185.0,15.73,177.7,8.0,8.1,2.19,0
1839,230.3,39.15,77.9,6.62,247.1,11.12,13.2,3.56,0
1840,240.8,40.94,75.9,6.45,224.6,10.11,7.1,1.92,0
1841,195.7,33.27,106.2,9.03,157.4,7.08,5.3,1.43,0
1842,276.1,46.94,201.1,17.09,231.3,10.41,8.9,2.4,1
1843,166.1,28.24,175.9,14.95,243.5,10.96,16.2,4.37,0
1844,135.9,23.1,244.5,20.78,207.5,9.34,11.5,3.11,1
1845,189.1,32.15,223.2,18.97,269.0,12.11,13.9,3.75,1
1846,177.9,30.24,175.1,14.88,161.3,7.26,11.5,3.11,0
1847,143.9,24.46,210.3,17.88,129.2,5.81,12.5,3.38,0
1848,148.2,25.19,159.6,13.57,197.4,8.88,8.6,2.32,0
1849,287.1,48.81,159.3,13.54,216.8,9.76,13.9,3.75,1
1850,179.7,30.55,218.1,18.54,212.3,9.55,9.3,2.51,1
1851,165.8,28.19,190.0,16.15,144.0,6.48,10.9,2.94,1
1852,144.1,24.5,167.6,14.25,240.0,10.8,14.5,3.92,0
1853,172.5,29.33,253.1,21.51,221.6,9.97,5.9,1.59,0
1854,199.8,33.97,167.1,14.2,271.8,12.23,5.5,1.49,0
1855,109.1,18.55,142.3,12.1,91.2,4.1,10.9,2.94,0
1856,171.8,29.21,301.7,25.64,139.4,6.27,9.7,2.62,0
1857,222.3,37.79,286.0,24.31,249.4,11.22,12.1,3.27,1
1858,245.8,41.79,264.7,22.5,111.7,5.03,11.2,3.02,0
1859,164.6,27.98,270.6,23.0,230.4,10.37,8.0,2.16,0
1860,211.7,35.99,271.7,23.09,203.3,9.15,7.4,2.0,0
1861,147.2,25.02,160.1,13.61,184.0,8.28,7.7,2.08,1
1862,254.7,43.3,252.2,21.44,178.1,8.01,8.0,2.16,1
1863,170.1,28.92,271.8,23.1,110.7,4.98,8.7,2.35,0
1864,195.1,33.17,261.5,22.23,203.8,9.17,11.4,3.08,0
1865,149.3,25.38,187.1,15.9,149.8,6.74,7.9,2.13,1
1866,81.9,13.92,253.8,21.57,213.1,9.59,8.9,2.4,1
1867,191.1,32.49,149.6,12.72,227.8,10.25,9.8,2.65,0
1868,206.9,35.17,224.4,19.07,197.4,8.88,8.3,2.24,0
1869,239.0,40.63,273.0,23.21,278.2,12.52,13.5,3.65,1
1870,179.3,30.48,252.7,21.48,227.5,10.24,8.0,2.16,0
1871,185.3,31.5,219.1,18.62,243.6,10.96,5.5,1.49,0
1872,141.4,24.04,123.9,10.53,323.5,14.56,8.1,2.19,0
1873,248.6,42.26,119.3,10.14,194.3,8.74,12.0,3.24,0
1874,152.5,25.93,252.4,21.45,185.4,8.34,4.9,1.32,0
1875,145.6,24.75,230.9,19.63,181.5,8.17,11.4,3.08,0
1876,164.2,27.91,196.2,16.68,236.1,10.62,8.1,2.19,0
1877,221.0,37.57,165.4,14.06,235.4,10.59,9.7,2.62,0
1878,295.4,50.22,232.1,19.73,204.4,9.2,11.5,3.11,1
1879,139.8,23.77,174.9,14.87,201.6,9.07,9.4,2.54,0
1880,162.3,27.59,149.1,12.67,255.5,11.5,14.8,4.0,1
1881,272.7,46.36,236.4,20.09,235.5,10.6,7.7,2.08,1
1882,200.3,34.05,226.6,19.26,198.8,8.95,12.9,3.48,0
1883,157.1,26.71,172.4,14.65,184.5,8.3,11.1,3.0,0
1884,135.8,23.09,200.6,17.05,192.4,8.66,12.3,3.32,0
1885,236.7,40.24,231.9,19.71,164.7,7.41,12.7,3.43,0
1886,111.4,18.94,175.0,14.88,217.2,9.77,5.5,1.49,0
1887,156.1,26.54,107.1,9.1,167.7,7.55,14.7,3.97,1
1888,191.1,32.49,282.8,24.04,84.8,3.82,12.0,3.24,0
1889,153.0,26.01,141.1,11.99,171.5,7.72,10.3,2.78,1
1890,218.8,37.2,242.8,20.64,85.8,3.86,10.3,2.78,0
1891,205.4,34.92,134.9,11.47,310.5,13.97,10.3,2.78,0
1892,225.2,38.28,184.9,15.72,143.2,6.44,9.9,2.67,1
1893,249.9,42.48,254.5,21.63,273.2,12.29,8.9,2.4,1
1894,131.6,22.37,137.0,11.65,256.3,11.53,10.2,2.75,0
1895,197.9,33.64,165.6,14.08,208.0,9.36,10.1,2.73,0
1896,166.5,28.31,210.2,17.87,257.2,11.57,9.9,2.67,0
1897,225.4,38.32,187.1,15.9,281.1,12.65,12.9,3.48,0
1898,275.8,46.89,189.5,16.11,223.9,10.08,7.4,2.0,1
1899,142.9,24.29,88.6,7.53,290.0,13.05,10.8,2.92,0
1900,207.2,35.22,256.0,21.76,211.0,9.49,9.9,2.67,0
1901,206.2,35.05,211.2,17.95,196.2,8.83,10.2,2.75,0
1902,210.3,35.75,195.8,16.64,221.6,9.97,11.2,3.02,0
1903,225.7,38.37,119.6,10.17,193.2,8.69,14.0,3.78,1
1904,167.8,28.53,205.3,17.45,130.0,5.85,14.5,3.92,1
1905,197.7,33.61,152.2,12.94,221.0,9.95,7.0,1.89,0
1906,169.8,28.87,65.2,5.54,144.4,6.5,10.9,2.94,0
1907,190.6,32.4,237.3,20.17,211.6,9.52,9.8,2.65,0
1908,80.3,13.65,153.3,13.03,309.2,13.91,12.8,3.46,0
1909,231.7,39.39,225.1,19.13,201.7,9.08,12.1,3.27,0
1910,69.1,11.75,230.3,19.58,256.7,11.55,6.5,1.76,0
1911,188.8,32.1,217.4,18.48,220.1,9.9,8.2,2.21,0
